CountryName;CountryCode;IndicatorName;IndicatorCode;Year;Value
Myanmar;MMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;28.495
Namibia;NAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;35.666
Nepal;NPL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;14.871
Netherlands;NLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;81.514
New Caledonia;NCL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;63.336
New Zealand;NZL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;86.026
Nicaragua;NIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;55.695
Niger;NER;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;16.590
Nigeria;NGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;38.212
Northern Mariana Islands;MNP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;89.863
Norway;NOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;77.275
Oman;OMN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;71.827
Pakistan;PAK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;34.392
Palau;PLW;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;76.275
Panama;PAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;63.377
Papua New Guinea;PNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;13.127
Paraguay;PRY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;57.122
Peru;PER;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;74.644
Philippines;PHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;46.872
Poland;POL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;61.564
Portugal;PRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;56.907
Puerto Rico;PRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;94.168
Qatar;QAT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;97.105
Romania;ROM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;53.043
Russian Federation;RUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;73.418
Rwanda;RWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;18.426
Samoa;WSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;21.457
San Marino;SMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;94.006
Sao Tome and Principe;STP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;57.144
Saudi Arabia;SAU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;80.754
Senegal;SEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;40.943
Serbia;SRB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;54.259
Seychelles;SYC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;50.841
Sierra Leone;SLE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;36.596
Singapore;SGP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;100.000
Sint Maarten (Dutch part);SXM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;100.000
Slovak Republic;SVK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;55.713
Slovenia;SVN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;50.593
Solomon Islands;SLB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;17.413
Somalia;SOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;34.760
South Africa;ZAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;58.993
South Sudan;SSD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;17.023
Spain;ESP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;77.022
Sri Lanka;LKA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;18.394
St. Kitts and Nevis;KNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;32.155
St. Lucia;LCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;24.133
St. Vincent and the Grenadines;VCT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;46.633
Sudan;SDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;32.707
Suriname;SUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;66.737
Swaziland;SWZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;22.166
Sweden;SWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;84.258
Switzerland;CHE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;73.436
Syrian Arab Republic;SYR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;53.417
Tajikistan;TJK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;26.417
Tanzania;TZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;24.223
Thailand;THA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;36.256
Timor-Leste;TMP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;25.710
Togo;TGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;34.724
Tonga;TON;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;23.127
Trinidad and Tobago;TTO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;10.072
Tunisia;TUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;64.929
Turkey;TUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;67.180
Turkmenistan;TKM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;46.812
Turks and Caicos Islands;TCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;87.188
Tuvalu;TUV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;48.678
Uganda;UGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;12.755
Ukraine;UKR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;67.597
United Arab Emirates;ARE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;81.871
United Kingdom;GBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;79.629
United States;USA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;79.757
Uruguay;URY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;93.078
Uzbekistan;UZB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;36.826
Vanuatu;VUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;22.809
Venezuela, RB;VEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;88.522
Vietnam;VNM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;26.683
Virgin Islands (U.S.);VIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;93.461
West Bank and Gaza;WBG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;72.845
Yemen, Rep.;YEM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;28.390
Zambia;ZMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;36.196
Zimbabwe;ZWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2004;34.294
Arab World;ARB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;54.545
Caribbean small states;CSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;41.684
Central Europe and the Baltics;CEB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;61.767
East Asia & Pacific (all income levels);EAS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.583
East Asia & Pacific (developing only);EAP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;42.172
Euro area;EMU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.642
Europe & Central Asia (all income levels);ECS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;69.124
Europe & Central Asia (developing only);ECA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;58.154
European Union;EUU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;72.565
Fragile and conflict affected situations;FCS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;37.247
Heavily indebted poor countries (HIPC);HPC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;30.279
High income;HIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;78.488
High income: nonOECD;NOC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;79.123
High income: OECD;OEC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;78.313
Latin America & Caribbean (all income levels);LCN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;76.944
Latin America & Caribbean (developing only);LAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;74.792
Least developed countries: UN classification;LDC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;26.561
Low & middle income;LMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;41.600
Low income;LIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;26.356
Lower middle income;LMC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;34.707
Middle East & North Africa (all income levels);MEA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;60.505
Middle East & North Africa (developing only);MNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;57.203
Middle income;MIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;43.183
North America;NAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;79.951
OECD members;OED;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;77.532
Other small states;OSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;44.122
Pacific island small states;PSS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;35.122
Small states;SST;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;42.807
South Asia;SAS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;29.084
Sub-Saharan Africa (all income levels);SSF;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.876
Sub-Saharan Africa (developing only);SSA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.869
Upper middle income;UMC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;52.831
World;WLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;48.987
Afghanistan;AFG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;22.895
Albania;ALB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.731
Algeria;DZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;63.830
American Samoa;ASM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;88.100
Andorra;ADO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;90.295
Angola;AGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;36.169
Antigua and Barbuda;ATG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;29.219
Argentina;ARG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;90.084
Armenia;ARM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;64.184
Aruba;ABW;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;44.875
Australia;AUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;88.000
Austria;AUT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;65.824
Azerbaijan;AZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;52.389
Bahamas, The;BHS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;82.280
Bahrain;BHR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;88.400
Bangladesh;BGD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;26.809
Barbados;BRB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.939
Belarus;BLR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;72.354
Belgium;BEL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;97.397
Belize;BLZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.311
Benin;BEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;39.982
Bermuda;BMU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Bhutan;BTN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;30.965
Bolivia;BOL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;64.194
Bosnia and Herzegovina;BIH;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;39.202
Botswana;BWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;55.073
Brazil;BRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;82.834
Brunei Darussalam;BRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.503
Bulgaria;BGR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;70.584
Burkina Faso;BFA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;21.537
Burundi;BDI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;9.375
Cabo Verde;CPV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;57.689
Cambodia;KHM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;19.174
Cameroon;CMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;48.541
Canada;CAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;80.122
Cayman Islands;CYM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Central African Republic;CAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;38.066
Chad;TCD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;21.801
Channel Islands;CHI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;30.743
Chile;CHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;87.443
China;CHN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;42.522
Colombia;COL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.581
Comoros;COM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;27.873
Congo, Dem. Rep.;ZAR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;37.478
Congo, Rep.;COG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;60.988
Costa Rica;CRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;65.669
Cote d'Ivoire;CIV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.836
Croatia;HRV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;56.406
Cuba;CUB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;76.134
Curacao;CUW;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;90.534
Cyprus;CYP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;68.268
Czech Republic;CZE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.602
Denmark;DNK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;85.856
Djibouti;DJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;76.761
Dominica;DMA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;66.601
Dominican Republic;DOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;67.364
Ecuador;ECU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;61.711
Egypt, Arab Rep.;EGY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;43.027
El Salvador;SLV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;61.648
Equatorial Guinea;GNQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;38.856
Eritrea;ERI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;18.889
Estonia;EST;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;68.735
Ethiopia;ETH;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;15.700
Faeroe Islands;FRO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;39.781
Fiji;FJI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;49.871
Finland;FIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;82.905
France;FRA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;77.130
French Polynesia;PYF;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;56.426
Gabon;GAB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;83.421
Gambia, The;GMB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;52.342
Georgia;GEO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;52.470
Germany;DEU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.355
Ghana;GHA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;47.308
Greece;GRC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;74.452
Greenland;GRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;82.858
Grenada;GRD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;35.916
Guam;GUM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;93.631
Guatemala;GTM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;47.172
Guinea;GIN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.807
Guinea-Bissau;GNB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;40.867
Guyana;GUY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;28.301
Haiti;HTI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;44.084
Honduras;HND;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;48.516
Hong Kong SAR, China;HKG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Hungary;HUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;66.354
Iceland;ISL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;93.037
India;IND;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;29.235
Indonesia;IDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;45.937
Iran, Islamic Rep.;IRN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;67.558
Iraq;IRQ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;68.766
Ireland;IRL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;60.477
Isle of Man;IMY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;51.905
Israel;ISR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;91.518
Italy;ITA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;67.738
Jamaica;JAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;52.811
Japan;JPN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;85.978
Jordan;JOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;81.177
Kazakhstan;KAZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;54.719
Kenya;KEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;21.675
Kiribati;KIR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;43.551
Korea, Dem. Rep.;PRK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;59.805
Korea, Rep.;KOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;81.345
Kuwait;KWT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;98.187
Kyrgyz Republic;KGZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;35.290
Lao PDR;LAO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;27.386
Latvia;LVA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;68.000
Lebanon;LBN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;86.584
Lesotho;LSO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;22.249
Liberia;LBR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.051
Libya;LBY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;76.900
Liechtenstein;LIE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;14.739
Lithuania;LTU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;66.635
Luxembourg;LUX;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;86.598
Macao SAR, China;MAC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Macedonia, FYR;MKD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;57.527
Madagascar;MDG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;28.814
Malawi;MWI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;15.054
Malaysia;MYS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;66.594
Maldives;MDV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;33.750
Mali;MLI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.060
Malta;MLT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;93.645
Marshall Islands;MHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;69.901
Mauritania;MRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;53.127
Mauritius;MUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;41.621
Mexico;MEX;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;76.308
Micronesia, Fed. Sts.;FSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;22.330
Moldova;MDA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;45.308
Monaco;MCO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Mongolia;MNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;62.494
Montenegro;MNE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;62.200
Morocco;MAR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;55.126
Mozambique;MOZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;29.999
Myanmar;MMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;28.930
Namibia;NAM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;36.632
Nepal;NPL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;15.183
Netherlands;NLD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;82.630
New Caledonia;NCL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;63.965
New Zealand;NZL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;86.052
Nicaragua;NIC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;55.933
Niger;NER;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;16.720
Nigeria;NGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;39.074
Northern Mariana Islands;MNP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;89.799
Norway;NOR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;77.490
Oman;OMN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;72.400
Pakistan;PAK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;34.730
Palau;PLW;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;77.700
Panama;PAN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;63.669
Papua New Guinea;PNG;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;13.109
Paraguay;PRY;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;57.350
Peru;PER;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;75.034
Philippines;PHL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.603
Poland;POL;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;61.452
Portugal;PRT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;57.522
Puerto Rico;PRI;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;94.112
Qatar;QAT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;97.449
Romania;ROM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;53.174
Russian Federation;RUS;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.463
Rwanda;RWA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;19.282
Samoa;WSM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;21.218
San Marino;SMR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;94.019
Sao Tome and Principe;STP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;58.010
Saudi Arabia;SAU;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;80.979
Senegal;SEN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;41.119
Serbia;SRB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;54.526
Seychelles;SYC;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;51.055
Sierra Leone;SLE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;36.840
Singapore;SGP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Sint Maarten (Dutch part);SXM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;100.000
Slovak Republic;SVK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;55.563
Slovenia;SVN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;50.501
Solomon Islands;SLB;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;17.832
Somalia;SOM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;35.156
South Africa;ZAF;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;59.536
South Sudan;SSD;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;17.154
Spain;ESP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;77.263
Sri Lanka;LKA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;18.382
St. Kitts and Nevis;KNA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.048
St. Lucia;LCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;23.085
St. Vincent and the Grenadines;VCT;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;46.993
Sudan;SDN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;32.760
Suriname;SUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;66.682
Swaziland;SWZ;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;22.038
Sweden;SWE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;84.319
Switzerland;CHE;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;73.474
Syrian Arab Republic;SYR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;53.783
Tajikistan;TJK;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;26.433
Tanzania;TZA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;24.845
Thailand;THA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;37.520
Timor-Leste;TMP;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;26.314
Togo;TGO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;35.185
Tonga;TON;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;23.155
Trinidad and Tobago;TTO;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;9.902
Tunisia;TUN;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;65.098
Turkey;TUR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;67.783
Turkmenistan;TKM;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;47.048
Turks and Caicos Islands;TCA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;87.745
Tuvalu;TUV;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;49.699
Uganda;UGA;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;13.031
Ukraine;UKR;Urban population (% of total);SP.URB.TOTL.IN.ZS;2005;67.790
